SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ShipToAddressID,BillToAddressID,ShipMethod,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
72005,1,2025-02-16,2025-02-27,2025-02-20,5,True,SO72005,PO19753,10-4020-000182,383,34,79,XRQ - TRUCK GROUND-,,13442.4962,1075.3997,268.8499,14786.7458,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456741
72006,2,2024-09-30,2024-10-07,2024-10-14,5,True,SO72006,PO54713,10-4020-000633,73,80,299,XRQ - TRUCK GROUND-,,11694.2063,935.5365,233.8841,12863.6269,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456753
72007,6,2025-01-22,2025-02-19,2025-01-26,5,True,SO72007,PO17361,10-4020-000722,143,103,382,CARGO TRANSPORT 5,,9483.4936,758.6795,189.6699,10431.843,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456766
72008,2,2024-09-04,2024-09-11,2024-09-13,5,True,SO72008,PO37553,10-4020-000052,735,41,199,OVERNIGHT J-FAST,,1420.973,113.6778,28.4195,1563.0703,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456779
72009,8,2025-04-17,2025-04-30,2025-05-01,5,False,SO72009,PO89358,10-4020-000724,191,241,148,XRQ - TRUCK GROUND-,,7963.5355,637.0828,159.2707,8759.889,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456791
72010,1,2025-05-13,2025-06-03,2025-05-18,5,True,SO72010,PO20427,10-4020-000181,203,135,74,XRQ - TRUCK GROUND-,,8897.5902,711.8072,177.9518,9787.3492,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456802
72011,2,2025-03-22,2025-04-20,2025-03-26,5,True,SO72011,PO34516,10-4020-000330,775,117,84,OVERNIGHT J-FAST,,14592.2196,1167.3776,291.8444,16051.4416,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456814
72012,5,2025-04-22,2025-05-18,2025-05-01,5,False,SO72012,PO38607,10-4020-000437,257,423,177,XRQ - TRUCK GROUND-,,12548.804,1003.9043,250.9761,13803.6844,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456826
72013,5,2024-10-02,2024-10-18,2024-10-07,5,True,SO72013,PO18076,10-4020-000065,506,177,376,CARGO TRANSPORT 5,,7981.7351,638.5388,159.6347,8779.9086,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456838
72014,7,2025-04-14,2025-04-23,2025-04-27,5,False,SO72014,PO11572,10-4020-000763,691,46,164,XRQ - TRUCK GROUND-,,11346.9694,907.7576,226.9394,12481.6664,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456849
72015,2,2024-12-03,2024-12-28,2024-12-10,5,False,SO72015,PO69085,10-4020-000367,761,416,246,OVERNIGHT J-FAST,,10486.2359,838.8989,209.7247,11534.8595,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456861
72016,8,2025-02-11,2025-02-28,2025-02-22,5,True,SO72016,PO39899,10-4020-000602,175,22,354,OVERNIGHT J-FAST,,4538.6953,363.0956,90.7739,4992.5648,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456873
72017,8,2024-12-27,2025-01-13,2025-01-05,5,False,SO72017,PO70868,10-4020-000464,157,73,378,OVERNIGHT J-FAST,,7000.925,560.074,140.0185,7701.0175,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456886
72018,3,2025-01-01,2025-01-18,2025-01-10,5,True,SO72018,PO62352,10-4020-000375,15,223,406,XRQ - TRUCK GROUND-,,14247.0299,1139.7624,284.9406,15671.7329,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456897
72019,3,2024-08-28,2024-09-10,2024-09-01,5,True,SO72019,PO61287,10-4020-000484,154,139,173,CARGO TRANSPORT 5,,2308.0278,184.6422,46.1606,2538.8306,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456909
72020,3,2024-06-12,2024-06-28,2024-06-23,5,False,SO72020,PO39850,10-4020-000195,499,311,371,OVERNIGHT J-FAST,,7484.9704,598.7976,149.6994,8233.4674,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456921
72021,3,2025-01-08,2025-01-30,2025-01-21,5,True,SO72021,PO56316,10-4020-000109,69,166,362,OVERNIGHT J-FAST,,6554.8582,524.3887,131.0972,7210.3441,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456932
72022,4,2025-04-08,2025-05-01,2025-04-18,5,True,SO72022,PO64571,10-4020-000503,14,158,324,CARGO TRANSPORT 5,,4375.3617,350.0289,87.5072,4812.8978,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456944
72023,7,2024-11-21,2024-12-17,2024-11-25,5,True,SO72023,PO79420,10-4020-000289,350,372,192,XRQ - TRUCK GROUND-,,9475.3626,758.029,189.5073,10422.8989,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456957
72024,8,2024-08-05,2024-08-14,2024-08-08,5,False,SO72024,PO58497,10-4020-000428,253,108,168,XRQ - TRUCK GROUND-,,5575.0347,446.0028,111.5007,6132.5382,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456969
72025,6,2024-09-28,2024-10-25,2024-10-08,5,False,SO72025,PO82744,10-4020-000349,592,407,170,XRQ - TRUCK GROUND-,,13656.6845,1092.5348,273.1337,15022.353,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456981
72026,6,2024-09-08,2024-10-05,2024-09-20,5,True,SO72026,PO87704,10-4020-000625,243,417,420,CARGO TRANSPORT 5,,13532.7444,1082.6196,270.6549,14886.0189,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.456993
72027,1,2025-02-06,2025-02-23,2025-02-17,5,True,SO72027,PO60350,10-4020-000769,152,320,165,CARGO TRANSPORT 5,,8471.3054,677.7044,169.4261,9318.4359,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457005
72028,5,2025-02-26,2025-03-07,2025-03-08,5,False,SO72028,PO35320,10-4020-000811,789,142,365,CARGO TRANSPORT 5,,7389.5601,591.1648,147.7912,8128.5161,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457017
72029,1,2024-12-04,2024-12-26,2024-12-10,5,True,SO72029,PO92977,10-4020-000004,336,183,423,XRQ - TRUCK GROUND-,,12724.2031,1017.9362,254.4841,13996.6234,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457029
72030,5,2025-02-03,2025-02-20,2025-02-13,5,False,SO72030,PO89268,10-4020-000550,205,422,416,XRQ - TRUCK GROUND-,,8450.0746,676.006,169.0015,9295.0821,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457117
72031,2,2024-09-05,2024-09-21,2024-09-19,5,True,SO72031,PO35551,10-4020-000537,819,259,145,CARGO TRANSPORT 5,,14367.9992,1149.4399,287.36,15804.7991,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457164
72032,1,2024-12-10,2024-12-26,2024-12-17,5,True,SO72032,PO28882,10-4020-000304,26,15,334,XRQ - TRUCK GROUND-,,6373.7203,509.8976,127.4744,7011.0923,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457201
72033,8,2025-01-02,2025-01-13,2025-01-12,5,False,SO72033,PO82779,10-4020-000161,609,228,389,OVERNIGHT J-FAST,,1226.7096,98.1368,24.5342,1349.3806,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457219
72034,8,2024-07-26,2024-08-10,2024-08-01,5,False,SO72034,PO47324,10-4020-000167,601,66,166,CARGO TRANSPORT 5,,14056.6995,1124.536,281.134,15462.3695,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457232
72035,6,2024-08-03,2024-08-27,2024-08-13,5,False,SO72035,PO28579,10-4020-000323,738,193,282,CARGO TRANSPORT 5,,833.7311,66.6985,16.6746,917.1042,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457244
72036,6,2025-04-18,2025-05-07,2025-04-23,5,False,SO72036,PO90357,10-4020-000779,36,330,145,OVERNIGHT J-FAST,,6542.1813,523.3745,130.8436,7196.3994,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457256
72037,1,2025-03-17,2025-04-09,2025-03-20,5,True,SO72037,PO75100,10-4020-000066,70,72,78,CARGO TRANSPORT 5,,11359.5461,908.7637,227.1909,12495.5007,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457268
72038,4,2025-02-23,2025-03-04,2025-03-03,5,False,SO72038,PO54323,10-4020-000084,423,176,385,CARGO TRANSPORT 5,,2492.5569,199.4046,49.8511,2741.8126,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457281
72039,1,2025-02-08,2025-03-03,2025-02-17,5,False,SO72039,PO30314,10-4020-000562,843,46,417,CARGO TRANSPORT 5,,6038.3702,483.0696,120.7674,6642.2072,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457295
72040,5,2025-01-16,2025-01-30,2025-01-22,5,True,SO72040,PO94509,10-4020-000700,572,13,27,XRQ - TRUCK GROUND-,,2427.9538,194.2363,48.5591,2670.7492,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457307
72041,1,2025-05-24,2025-06-01,2025-05-30,5,True,SO72041,PO30005,10-4020-000141,513,164,166,OVERNIGHT J-FAST,,3421.522,273.7218,68.4304,3763.6742,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457319
72042,1,2025-04-21,2025-05-14,2025-04-28,5,False,SO72042,PO13081,10-4020-000686,732,357,213,XRQ - TRUCK GROUND-,,10070.4319,805.6346,201.4086,11077.4751,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457331
72043,1,2024-07-05,2024-07-18,2024-07-11,5,False,SO72043,PO10937,10-4020-000358,719,42,298,OVERNIGHT J-FAST,,649.9438,51.9955,12.9989,714.9382,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457343
72044,3,2025-02-16,2025-03-07,2025-02-22,5,True,SO72044,PO80284,10-4020-000008,643,382,319,OVERNIGHT J-FAST,,13483.7556,1078.7004,269.6751,14832.1311,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457358
72045,7,2024-10-15,2024-10-27,2024-10-21,5,False,SO72045,PO53841,10-4020-000201,335,134,202,CARGO TRANSPORT 5,,8366.1277,669.2902,167.3226,9202.7405,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457370
72046,1,2025-04-30,2025-05-21,2025-05-12,5,False,SO72046,PO36816,10-4020-000190,116,22,199,CARGO TRANSPORT 5,,4316.4569,345.3166,86.3291,4748.1026,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457382
72047,5,2024-09-14,2024-10-13,2024-09-27,5,True,SO72047,PO87759,10-4020-000838,311,185,238,CARGO TRANSPORT 5,,3042.1324,243.3706,60.8426,3346.3456,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457395
72048,5,2025-04-28,2025-05-11,2025-05-09,5,True,SO72048,PO50619,10-4020-000013,222,425,93,OVERNIGHT J-FAST,,9410.4586,752.8367,188.2092,10351.5045,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457406
72049,7,2024-09-14,2024-10-14,2024-09-22,5,False,SO72049,PO61216,10-4020-000617,772,85,252,OVERNIGHT J-FAST,,7518.9111,601.5129,150.3782,8270.8022,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457418
72050,4,2025-03-15,2025-03-24,2025-03-27,5,True,SO72050,PO10035,10-4020-000032,635,26,439,CARGO TRANSPORT 5,,8971.2686,717.7015,179.4254,9868.3955,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457431
72051,5,2024-10-19,2024-11-09,2024-10-28,5,True,SO72051,PO22744,10-4020-000055,377,111,331,CARGO TRANSPORT 5,,13955.8834,1116.4707,279.1177,15351.4718,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457443
72052,6,2025-01-03,2025-01-12,2025-01-10,5,False,SO72052,PO95672,10-4020-000023,305,395,18,CARGO TRANSPORT 5,,11140.605,891.2484,222.8121,12254.6655,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457455
72053,8,2024-11-02,2024-11-15,2024-11-06,5,True,SO72053,PO72456,10-4020-000179,15,58,45,XRQ - TRUCK GROUND-,,2170.4793,173.6383,43.4096,2387.5272,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457467
72054,5,2024-09-29,2024-10-14,2024-10-02,5,False,SO72054,PO18294,10-4020-000749,709,79,111,CARGO TRANSPORT 5,,6855.9064,548.4725,137.1181,7541.497,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457480
72055,1,2024-12-21,2024-12-29,2024-12-31,5,False,SO72055,PO71040,10-4020-000423,180,7,296,CARGO TRANSPORT 5,,10186.388,814.911,203.7278,11205.0268,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457493
72056,5,2025-05-03,2025-06-01,2025-05-10,5,False,SO72056,PO36568,10-4020-000822,274,13,344,OVERNIGHT J-FAST,,992.0032,79.3603,19.8401,1091.2036,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457505
72057,8,2024-09-05,2024-09-12,2024-09-18,5,True,SO72057,PO83821,10-4020-000446,573,360,251,CARGO TRANSPORT 5,,3560.5366,284.8429,71.2107,3916.5902,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457517
72058,2,2024-06-25,2024-07-21,2024-07-03,5,False,SO72058,PO71928,10-4020-000558,168,192,338,OVERNIGHT J-FAST,,4333.4308,346.6745,86.6686,4766.7739,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457529
72059,6,2025-03-10,2025-04-09,2025-03-23,5,False,SO72059,PO63346,10-4020-000179,595,206,191,OVERNIGHT J-FAST,,8134.4669,650.7574,162.6893,8947.9136,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457544
72060,3,2024-11-25,2024-12-23,2024-12-05,5,False,SO72060,PO57229,10-4020-000443,89,309,130,CARGO TRANSPORT 5,,11521.3337,921.7067,230.4267,12673.4671,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457557
72061,8,2024-11-18,2024-12-09,2024-11-29,5,True,SO72061,PO15604,10-4020-000352,519,441,321,CARGO TRANSPORT 5,,13874.5502,1109.964,277.491,15262.0052,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457569
72062,3,2025-04-03,2025-04-28,2025-04-08,5,True,SO72062,PO61950,10-4020-000084,844,215,58,XRQ - TRUCK GROUND-,,5157.6657,412.6133,103.1533,5673.4323,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457582
72063,2,2025-03-06,2025-03-31,2025-03-09,5,False,SO72063,PO82148,10-4020-000681,169,379,117,XRQ - TRUCK GROUND-,,677.5774,54.2062,13.5515,745.3351,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457594
72064,8,2025-05-30,2025-06-09,2025-06-07,5,False,SO72064,PO81886,10-4020-000405,536,337,420,OVERNIGHT J-FAST,,11826.4774,946.1182,236.5295,13009.1251,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457606
72065,7,2024-09-21,2024-10-20,2024-09-25,5,True,SO72065,PO93947,10-4020-000660,465,80,428,XRQ - TRUCK GROUND-,,8676.4405,694.1152,173.5288,9544.0845,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457618
72066,2,2024-09-05,2024-09-27,2024-09-10,5,True,SO72066,PO50180,10-4020-000248,774,208,156,CARGO TRANSPORT 5,,10757.2182,860.5775,215.1444,11832.9401,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457631
72067,4,2025-03-05,2025-03-12,2025-03-08,5,True,SO72067,PO48769,10-4020-000124,213,96,424,XRQ - TRUCK GROUND-,,9591.8168,767.3453,191.8363,10550.9984,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457643
72068,8,2024-07-07,2024-07-17,2024-07-16,5,False,SO72068,PO96715,10-4020-000413,11,358,306,OVERNIGHT J-FAST,,1051.9766,84.1581,21.0395,1157.1742,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457654
72069,4,2024-11-23,2024-12-09,2024-12-02,5,False,SO72069,PO93259,10-4020-000630,608,22,348,OVERNIGHT J-FAST,,5846.8223,467.7458,116.9364,6431.5045,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457667
72070,6,2024-06-17,2024-06-24,2024-06-24,5,False,SO72070,PO60299,10-4020-000771,552,395,51,OVERNIGHT J-FAST,,7524.923,601.9938,150.4985,8277.4153,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457679
72071,6,2025-05-19,2025-06-16,2025-05-29,5,True,SO72071,PO59803,10-4020-000040,500,389,45,OVERNIGHT J-FAST,,8827.5145,706.2012,176.5503,9710.266,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457691
72072,2,2024-10-08,2024-10-22,2024-10-22,5,True,SO72072,PO69596,10-4020-000389,768,173,124,XRQ - TRUCK GROUND-,,8178.8376,654.307,163.5768,8996.7214,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457703
72073,5,2025-01-27,2025-02-20,2025-02-10,5,False,SO72073,PO38384,10-4020-000629,421,49,6,XRQ - TRUCK GROUND-,,563.4151,45.0732,11.2683,619.7566,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457715
72074,1,2024-08-05,2024-08-28,2024-08-15,5,True,SO72074,PO75807,10-4020-000186,475,141,357,XRQ - TRUCK GROUND-,,8921.7645,713.7412,178.4353,9813.941,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457727
72075,1,2024-12-16,2024-12-31,2024-12-28,5,True,SO72075,PO77729,10-4020-000503,179,232,151,CARGO TRANSPORT 5,,12029.5498,962.364,240.591,13232.5048,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457740
72076,6,2024-06-21,2024-07-11,2024-06-25,5,True,SO72076,PO20069,10-4020-000204,494,249,128,CARGO TRANSPORT 5,,4389.7855,351.1828,87.7957,4828.764,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457752
72077,3,2024-12-16,2025-01-04,2024-12-19,5,False,SO72077,PO33943,10-4020-000229,349,444,350,XRQ - TRUCK GROUND-,,11647.3147,931.7852,232.9463,12812.0462,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457764
72078,8,2025-02-08,2025-03-09,2025-02-12,5,True,SO72078,PO31552,10-4020-000143,136,380,310,XRQ - TRUCK GROUND-,,3469.5512,277.5641,69.391,3816.5063,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457786
72079,6,2024-06-13,2024-07-12,2024-06-22,5,True,SO72079,PO78835,10-4020-000711,378,326,279,CARGO TRANSPORT 5,,6599.5546,527.9644,131.9911,7259.5101,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457804
72080,5,2025-01-01,2025-01-21,2025-01-12,5,False,SO72080,PO18773,10-4020-000067,90,135,450,XRQ - TRUCK GROUND-,,7131.1871,570.495,142.6237,7844.3058,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457816
72081,4,2024-12-01,2024-12-12,2024-12-05,5,True,SO72081,PO31233,10-4020-000089,585,96,341,CARGO TRANSPORT 5,,7145.6515,571.6521,142.913,7860.2166,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457828
72082,6,2025-01-15,2025-02-08,2025-01-22,5,False,SO72082,PO18758,10-4020-000809,673,95,299,OVERNIGHT J-FAST,,9914.9364,793.1949,198.2987,10906.43,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457840
72083,4,2024-07-30,2024-08-12,2024-08-04,5,False,SO72083,PO27460,10-4020-000765,719,201,6,OVERNIGHT J-FAST,,8417.0154,673.3612,168.3403,9258.7169,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457851
72084,1,2024-07-01,2024-07-11,2024-07-12,5,False,SO72084,PO86752,10-4020-000544,10,156,416,CARGO TRANSPORT 5,,7677.4306,614.1944,153.5486,8445.1736,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457864
72085,8,2024-11-11,2024-11-24,2024-11-17,5,False,SO72085,PO72688,10-4020-000491,220,51,89,OVERNIGHT J-FAST,,13814.9383,1105.1951,276.2988,15196.4322,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457876
72086,2,2025-03-11,2025-03-22,2025-03-24,5,True,SO72086,PO76829,10-4020-000149,779,35,245,XRQ - TRUCK GROUND-,,9519.2786,761.5423,190.3856,10471.2065,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457888
72087,4,2024-07-08,2024-08-04,2024-07-17,5,False,SO72087,PO39536,10-4020-000848,269,209,31,OVERNIGHT J-FAST,,8514.0533,681.1243,170.2811,9365.4587,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457900
72088,7,2024-06-22,2024-06-29,2024-06-28,5,False,SO72088,PO61219,10-4020-000461,621,429,444,CARGO TRANSPORT 5,,13066.4975,1045.3198,261.3299,14373.1472,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457914
72089,7,2024-08-05,2024-09-01,2024-08-18,5,True,SO72089,PO41632,10-4020-000614,534,148,255,CARGO TRANSPORT 5,,7216.5187,577.3215,144.3304,7938.1706,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457926
72090,7,2025-01-08,2025-01-17,2025-01-19,5,True,SO72090,PO29079,10-4020-000792,657,21,190,OVERNIGHT J-FAST,,9017.3357,721.3869,180.3467,9919.0693,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457938
72091,6,2024-12-19,2025-01-04,2024-12-30,5,False,SO72091,PO50388,10-4020-000482,524,250,198,XRQ - TRUCK GROUND-,,4248.4605,339.8768,84.9692,4673.3065,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457950
72092,3,2025-03-29,2025-04-20,2025-04-06,5,True,SO72092,PO74182,10-4020-000351,546,265,316,XRQ - TRUCK GROUND-,,10443.9809,835.5185,208.8796,11488.379,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457962
72093,5,2024-07-03,2024-07-18,2024-07-10,5,True,SO72093,PO51032,10-4020-000332,246,290,98,OVERNIGHT J-FAST,,3811.3144,304.9052,76.2263,4192.4459,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457974
72094,6,2024-11-04,2024-11-27,2024-11-17,5,False,SO72094,PO46506,10-4020-000271,613,218,343,XRQ - TRUCK GROUND-,,2918.1058,233.4485,58.3621,3209.9164,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457986
72095,3,2024-09-05,2024-10-04,2024-09-12,5,True,SO72095,PO99912,10-4020-000371,730,278,284,OVERNIGHT J-FAST,,11536.2951,922.9036,230.7259,12689.9246,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.457998
72096,3,2024-09-13,2024-09-23,2024-09-27,5,False,SO72096,PO93701,10-4020-000253,211,307,405,XRQ - TRUCK GROUND-,,11980.5581,958.4446,239.6112,13178.6139,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458010
72097,8,2024-11-20,2024-12-08,2024-11-26,5,False,SO72097,PO73483,10-4020-000735,278,291,236,XRQ - TRUCK GROUND-,,2787.0136,222.9611,55.7403,3065.715,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458022
72098,2,2024-11-22,2024-12-07,2024-11-26,5,False,SO72098,PO82179,10-4020-000403,4,35,97,OVERNIGHT J-FAST,,2237.7818,179.0225,44.7556,2461.5599,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458035
72099,5,2025-02-09,2025-03-04,2025-02-21,5,False,SO72099,PO36108,10-4020-000273,53,219,322,OVERNIGHT J-FAST,,6848.6705,547.8936,136.9734,7533.5375,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458047
72100,7,2025-04-01,2025-04-20,2025-04-09,5,True,SO72100,PO28314,10-4020-000186,126,186,390,CARGO TRANSPORT 5,,1665.7837,133.2627,33.3157,1832.3621,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458059
72101,5,2024-06-22,2024-07-02,2024-07-03,5,False,SO72101,PO26701,10-4020-000803,99,381,352,OVERNIGHT J-FAST,,12715.2619,1017.221,254.3052,13986.7881,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458071
72102,1,2024-09-13,2024-09-20,2024-09-17,5,False,SO72102,PO91836,10-4020-000737,284,146,221,CARGO TRANSPORT 5,,647.0639,51.7651,12.9413,711.7703,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458083
72103,5,2024-09-27,2024-10-21,2024-10-05,5,True,SO72103,PO29884,10-4020-000024,567,300,163,CARGO TRANSPORT 5,,3345.5422,267.6434,66.9108,3680.0964,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458095
72104,7,2024-08-27,2024-09-09,2024-09-07,5,True,SO72104,PO31023,10-4020-000094,585,380,315,OVERNIGHT J-FAST,,12095.3691,967.6295,241.9074,13304.906,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458107
72105,4,2025-02-04,2025-02-24,2025-02-10,5,True,SO72105,PO70228,10-4020-000625,170,89,113,OVERNIGHT J-FAST,,1912.221,152.9777,38.2444,2103.4431,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458119
72106,5,2024-07-25,2024-08-14,2024-08-06,5,False,SO72106,PO68479,10-4020-000219,238,52,434,CARGO TRANSPORT 5,,97.367,7.7894,1.9473,107.1037,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458130
72107,8,2024-12-27,2025-01-07,2025-01-10,5,False,SO72107,PO90616,10-4020-000769,390,12,278,OVERNIGHT J-FAST,,10700.7539,856.0603,214.0151,11770.8293,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458142
72108,8,2024-09-14,2024-10-04,2024-09-25,5,False,SO72108,PO52215,10-4020-000022,512,260,316,OVERNIGHT J-FAST,,13233.0042,1058.6403,264.6601,14556.3046,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458154
72109,6,2025-01-13,2025-01-24,2025-01-27,5,True,SO72109,PO88768,10-4020-000716,700,194,87,OVERNIGHT J-FAST,,9117.9813,729.4385,182.3596,10029.7794,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458165
72110,6,2024-09-15,2024-10-04,2024-09-22,5,True,SO72110,PO48099,10-4020-000237,389,308,450,OVERNIGHT J-FAST,,3308.029,264.6423,66.1606,3638.8319,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458177
72111,4,2024-06-13,2024-07-10,2024-06-27,5,True,SO72111,PO69276,10-4020-000731,820,12,200,XRQ - TRUCK GROUND-,,10313.058,825.0446,206.2612,11344.3638,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458188
72112,1,2024-11-24,2024-12-16,2024-12-03,5,False,SO72112,PO65592,10-4020-000092,448,131,179,CARGO TRANSPORT 5,,5424.8326,433.9866,108.4967,5967.3159,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458200
72113,5,2024-10-16,2024-11-07,2024-10-21,5,True,SO72113,PO38722,10-4020-000600,661,265,307,XRQ - TRUCK GROUND-,,5530.5916,442.4473,110.6118,6083.6507,,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.458212
